log,error_type,loc,cc,nested_depth,params,object_params,fan_in,fan_out,project
test_742.log,PASS,3,2,0,0,0,6,1,exiv2
test_1726.log,Abstract-Type Instantiation,20,5,1,3,3,0,0,exiv2
test_466.log,Symbol/Lookup,8,3,1,3,3,0,0,exiv2
test_466.log,Abstract-Type Instantiation,8,3,1,3,3,0,0,exiv2
test_1222.log,Override/Inheritance,3,1,0,2,1,0,1,exiv2
test_1222.log,Access Control,3,1,0,2,1,0,1,exiv2
test_133.log,PASS,6,2,1,2,2,0,0,exiv2
test_1255.log,Symbol/Lookup,4,1,0,1,1,2,1,exiv2
test_1509.log,PASS,7,2,0,6,5,0,0,exiv2
test_310.log,Symbol/Lookup,5,2,0,0,0,1,0,exiv2
test_1654.log,Symbol/Lookup,3,1,0,1,1,0,1,exiv2
test_1654.log,Syntactic,3,1,0,1,1,0,1,exiv2
test_2080.log,Lexical,47,15,3,6,2,0,3,exiv2
test_587.log,Symbol/Lookup,3,1,0,0,0,1,0,exiv2
test_1458.log,Symbol/Lookup,10,4,0,3,2,0,0,exiv2
test_1770.log,Abstract-Type Instantiation,3,1,0,1,1,2,0,exiv2
test_302.log,Symbol/Lookup,48,11,1,4,2,0,7,exiv2
test_302.log,Override/Inheritance,48,11,1,4,2,0,7,exiv2
test_302.log,Type Conversion/Reference Binding,48,11,1,4,2,0,7,exiv2
test_302.log,Syntactic,48,11,1,4,2,0,7,exiv2
test_539.log,PASS,7,1,1,1,1,0,1,exiv2
test_764.log,Symbol/Lookup,3,2,0,0,0,0,1,exiv2
test_764.log,This/Non-Static Member/Using Misuse,3,2,0,0,0,0,1,exiv2
test_645.log,PASS,3,1,0,0,0,1,1,exiv2
test_1326.log,PASS,4,1,0,1,1,0,2,exiv2
test_1974.log,Lexical,39,10,2,3,2,1,1,exiv2
test_2021.log,Lexical,18,9,0,6,6,0,2,exiv2
test_1360.log,Symbol/Lookup,3,1,0,0,0,2,0,exiv2
test_1736.log,Incomplete Type,7,2,1,2,1,0,1,exiv2
test_1736.log,Override/Inheritance,7,2,1,2,1,0,1,exiv2
test_1736.log,Symbol/Lookup,7,2,1,2,1,0,1,exiv2
test_1277.log,PASS,11,4,0,1,1,1,2,exiv2
test_96.log,Symbol/Lookup,19,6,1,0,0,0,7,exiv2
test_96.log,Override/Inheritance,19,6,1,0,0,0,7,exiv2
test_1967.log,Lexical,46,9,4,2,2,1,3,exiv2
test_45.log,Symbol/Lookup,3,1,0,0,0,1,0,exiv2
test_5.log,Access Control,3,1,0,0,0,0,0,exiv2
test_5.log,This/Non-Static Member/Using Misuse,3,1,0,0,0,0,0,exiv2
test_5.log,Construction/Initialization,3,1,0,0,0,0,0,exiv2
test_5.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_691.log,Incomplete Type,7,2,1,1,1,2,4,exiv2
test_691.log,Override/Inheritance,7,2,1,1,1,2,4,exiv2
test_691.log,Lexical,7,2,1,1,1,2,4,exiv2
test_691.log,Symbol/Lookup,7,2,1,1,1,2,4,exiv2
test_1151.log,Type Redefinition/Redeclaration,5,1,0,3,3,1,1,exiv2
test_1083.log,Incomplete Type,3,1,0,1,1,2,0,exiv2
test_1083.log,Abstract-Type Instantiation,3,1,0,1,1,2,0,exiv2
test_1015.log,PASS,3,1,0,2,1,1,2,exiv2
test_11.log,Templates/Generics,16,2,1,2,0,0,0,exiv2
test_796.log,Symbol/Lookup,3,1,0,0,0,1,0,exiv2
test_745.log,Incomplete Type,3,2,0,0,0,1,1,exiv2
test_745.log,Construction/Initialization,3,2,0,0,0,1,1,exiv2
test_1086.log,Symbol/Lookup,9,3,1,0,0,2,2,exiv2
test_1086.log,Override/Inheritance,9,3,1,0,0,2,2,exiv2
test_1086.log,Abstract-Type Instantiation,9,3,1,0,0,2,2,exiv2
test_1086.log,Syntactic,9,3,1,0,0,2,2,exiv2
test_1685.log,Incomplete Type,5,2,0,2,2,1,1,exiv2
test_1685.log,Access Control,5,2,0,2,2,1,1,exiv2
test_1685.log,Symbol/Lookup,5,2,0,2,2,1,1,exiv2
test_21.log,PASS,4,1,1,3,1,0,0,exiv2
test_868.log,PASS,3,1,0,0,0,1,0,exiv2
test_1345.log,Symbol/Lookup,3,1,0,0,0,4,0,exiv2
test_1345.log,Construction/Initialization,3,1,0,0,0,4,0,exiv2
test_1808.log,PASS,7,1,0,1,1,0,1,exiv2
test_38.log,Override/Inheritance,3,1,0,2,2,0,0,exiv2
test_1048.log,Incomplete Type,3,2,0,1,1,2,0,exiv2
test_1048.log,Override/Inheritance,3,2,0,1,1,2,0,exiv2
test_1048.log,Symbol/Lookup,3,2,0,1,1,2,0,exiv2
test_1048.log,Syntactic,3,2,0,1,1,2,0,exiv2
test_1951.log,Lexical,13,3,0,5,5,0,3,exiv2
test_1144.log,PASS,34,3,1,2,2,2,0,exiv2
test_1148.log,Type Redefinition/Redeclaration,5,1,0,3,3,1,1,exiv2
test_2061.log,Lexical,15,3,1,3,2,0,1,exiv2
test_1840.log,PASS,16,6,1,2,0,0,6,exiv2
test_1221.log,Symbol/Lookup,11,3,0,1,1,0,0,exiv2
test_1221.log,Override/Inheritance,11,3,0,1,1,0,0,exiv2
test_1221.log,Access Control,11,3,0,1,1,0,0,exiv2
test_354.log,Symbol/Lookup,3,1,0,2,2,0,1,exiv2
test_354.log,Incomplete Type,3,1,0,2,2,0,1,exiv2
test_354.log,Access Control,3,1,0,2,2,0,1,exiv2
test_354.log,Deleted/Special Member,3,1,0,2,2,0,1,exiv2
test_1134.log,Deleted/Special Member,20,5,2,2,1,0,1,exiv2
test_1134.log,Type Redefinition/Redeclaration,20,5,2,2,1,0,1,exiv2
test_2082.log,Lexical,56,21,2,6,2,0,3,exiv2
test_856.log,PASS,3,1,0,1,0,0,0,exiv2
test_235.log,Symbol/Lookup,3,1,0,0,0,1,0,exiv2
test_235.log,Abstract-Type Instantiation,3,1,0,0,0,1,0,exiv2
test_235.log,Syntactic,3,1,0,0,0,1,0,exiv2
test_421.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_421.log,Incomplete Type,3,1,0,0,0,0,0,exiv2
test_1984.log,Lexical,18,3,1,4,4,1,3,exiv2
test_1508.log,Symbol/Lookup,4,1,0,2,2,0,0,exiv2
test_1508.log,Override/Inheritance,4,1,0,2,2,0,0,exiv2
test_707.log,Symbol/Lookup,42,50,1,3,3,0,0,exiv2
test_707.log,Abstract-Type Instantiation,42,50,1,3,3,0,0,exiv2
test_442.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_442.log,Incomplete Type,3,1,0,0,0,0,0,exiv2
test_1242.log,Type Conversion/Reference Binding,3,1,0,1,1,0,0,exiv2
test_819.log,PASS,29,10,2,1,1,0,8,exiv2
test_2166.log,Symbol/Lookup,3,1,0,1,1,0,0,exiv2
test_2166.log,Abstract-Type Instantiation,3,1,0,1,1,0,0,exiv2
test_420.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_420.log,Incomplete Type,3,1,0,0,0,0,0,exiv2
test_420.log,Access Control,3,1,0,0,0,0,0,exiv2
test_801.log,PASS,4,1,0,1,0,0,0,exiv2
test_1322.log,Lexical,5,2,0,1,1,0,3,exiv2
test_530.log,Symbol/Lookup,8,1,1,1,1,0,1,exiv2
test_530.log,Override/Inheritance,8,1,1,1,1,0,1,exiv2
test_530.log,Construction/Initialization,8,1,1,1,1,0,1,exiv2
test_360.log,Incomplete Type,15,5,2,0,0,0,7,exiv2
test_360.log,Access Control,15,5,2,0,0,0,7,exiv2
test_360.log,Symbol/Lookup,15,5,2,0,0,0,7,exiv2
test_1025.log,Lexical,32,6,2,3,3,0,3,exiv2
test_313.log,Symbol/Lookup,13,4,2,1,1,1,0,exiv2
test_313.log,Incomplete Type,13,4,2,1,1,1,0,exiv2
test_1299.log,Lexical,3,1,0,2,2,0,0,exiv2
test_2140.log,Symbol/Lookup,55,15,2,3,2,1,0,exiv2
test_2140.log,Type Conversion/Reference Binding,55,15,2,3,2,1,0,exiv2
test_195.log,Abstract-Type Instantiation,3,1,1,3,3,0,0,exiv2
test_226.log,Symbol/Lookup,3,1,0,0,0,2,0,exiv2
test_226.log,Incomplete Type,3,1,0,0,0,2,0,exiv2
test_226.log,Constexpr/Enum/Assert/Literal,3,1,0,0,0,2,0,exiv2
test_377.log,Symbol/Lookup,4,1,0,5,2,0,0,exiv2
test_377.log,Construction/Initialization,4,1,0,5,2,0,0,exiv2
test_377.log,Abstract-Type Instantiation,4,1,0,5,2,0,0,exiv2
test_1598.log,Symbol/Lookup,14,8,1,3,3,0,3,exiv2
test_1598.log,Operator/Call,14,8,1,3,3,0,3,exiv2
test_1598.log,Abstract-Type Instantiation,14,8,1,3,3,0,3,exiv2
test_710.log,Symbol/Lookup,8,2,1,3,3,0,0,exiv2
test_710.log,Incomplete Type,8,2,1,3,3,0,0,exiv2
test_710.log,Abstract-Type Instantiation,8,2,1,3,3,0,0,exiv2
test_575.log,Symbol/Lookup,32,8,3,1,0,2,0,exiv2
test_575.log,Access Control,32,8,3,1,0,2,0,exiv2
test_575.log,Operator/Call,32,8,3,1,0,2,0,exiv2
test_95.log,Incomplete Type,3,1,0,0,0,1,0,exiv2
test_95.log,Qualifier/Specifier Missuse,3,1,0,0,0,1,0,exiv2
test_95.log,Symbol/Lookup,3,1,0,0,0,1,0,exiv2
test_1946.log,Lexical,9,2,0,2,2,0,2,exiv2
test_935.log,Incomplete Type,3,1,0,0,0,0,0,exiv2
test_935.log,Templates/Generics,3,1,0,0,0,0,0,exiv2
test_935.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_986.log,Syntactic,3,1,1,0,0,0,0,exiv2
test_547.log,Incomplete Type,14,2,1,1,1,2,0,exiv2
test_547.log,Access Control,14,2,1,1,1,2,0,exiv2
test_1316.log,Lexical,9,2,0,0,0,1,1,exiv2
test_463.log,Lexical,23,6,1,3,3,0,0,exiv2
test_585.log,Syntactic,3,1,0,0,0,4,0,exiv2
test_585.log,Symbol/Lookup,3,1,0,0,0,4,0,exiv2
test_585.log,Constexpr/Enum/Assert/Literal,3,1,0,0,0,4,0,exiv2
test_81.log,Symbol/Lookup,9,4,2,0,0,1,4,exiv2
test_81.log,Override/Inheritance,9,4,2,0,0,1,4,exiv2
test_81.log,Access Control,9,4,2,0,0,1,4,exiv2
test_739.log,Incomplete Type,5,2,0,1,1,2,1,exiv2
test_739.log,Override/Inheritance,5,2,0,1,1,2,1,exiv2
test_739.log,Symbol/Lookup,5,2,0,1,1,2,1,exiv2
test_1714.log,Symbol/Lookup,13,5,1,2,1,2,0,exiv2
test_1714.log,Override/Inheritance,13,5,1,2,1,2,0,exiv2
test_1714.log,Abstract-Type Instantiation,13,5,1,2,1,2,0,exiv2
test_1226.log,Override/Inheritance,10,3,1,1,1,0,0,exiv2
test_1226.log,Abstract-Type Instantiation,10,3,1,1,1,0,0,exiv2
test_980.log,Lexical,7,3,1,0,0,0,4,exiv2
test_626.log,Lexical,25,9,3,3,3,0,0,exiv2
test_1794.log,Symbol/Lookup,3,1,0,0,0,1,1,exiv2
test_1794.log,Abstract-Type Instantiation,3,1,0,0,0,1,1,exiv2
test_1010.log,Abstract-Type Instantiation,5,1,1,3,3,0,0,exiv2
test_378.log,Symbol/Lookup,9,2,1,5,2,0,0,exiv2
test_378.log,Override/Inheritance,9,2,1,5,2,0,0,exiv2
test_378.log,Syntactic,9,2,1,5,2,0,0,exiv2
test_577.log,PASS,8,2,1,2,1,5,1,exiv2
test_700.log,Symbol/Lookup,3,1,0,1,1,0,0,exiv2
test_702.log,Symbol/Lookup,53,23,5,0,0,2,5,exiv2
test_702.log,Incomplete Type,53,23,5,0,0,2,5,exiv2
test_1384.log,Symbol/Lookup,3,1,0,3,3,0,1,exiv2
test_1384.log,Override/Inheritance,3,1,0,3,3,0,1,exiv2
test_1384.log,Abstract-Type Instantiation,3,1,0,3,3,0,1,exiv2
test_1184.log,Override/Inheritance,8,2,2,1,1,1,1,exiv2
test_1184.log,Type Conversion/Reference Binding,8,2,2,1,1,1,1,exiv2
test_1184.log,Abstract-Type Instantiation,8,2,2,1,1,1,1,exiv2
test_1781.log,Symbol/Lookup,3,1,0,3,3,1,1,exiv2
test_1781.log,Abstract-Type Instantiation,3,1,0,3,3,1,1,exiv2
test_1613.log,Symbol/Lookup,9,6,0,3,3,0,3,exiv2
test_1613.log,Incomplete Type,9,6,0,3,3,0,3,exiv2
test_1613.log,Abstract-Type Instantiation,9,6,0,3,3,0,3,exiv2
test_1613.log,Pointer/Reference Misuse,9,6,0,3,3,0,3,exiv2
test_932.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_932.log,Incomplete Type,3,1,0,0,0,0,0,exiv2
test_773.log,Symbol/Lookup,7,1,1,2,1,2,4,exiv2
test_773.log,Override/Inheritance,7,1,1,2,1,2,4,exiv2
test_773.log,Syntactic,7,1,1,2,1,2,4,exiv2
test_773.log,Lexical,7,1,1,2,1,2,4,exiv2
test_773.log,Pointer/Reference Misuse,7,1,1,2,1,2,4,exiv2
test_1225.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_1225.log,Access Control,3,1,0,0,0,0,0,exiv2
test_1225.log,Syntactic,3,1,0,0,0,0,0,exiv2
test_1081.log,Abstract-Type Instantiation,3,1,0,1,0,3,0,exiv2
test_1562.log,Override/Inheritance,18,5,1,0,0,0,8,exiv2
test_1562.log,Operator/Call,18,5,1,0,0,0,8,exiv2
test_2005.log,Lexical,9,2,0,2,2,0,2,exiv2
test_588.log,PASS,3,1,0,0,0,0,0,exiv2
test_1236.log,Symbol/Lookup,9,2,0,3,3,1,6,exiv2
test_1558.log,Symbol/Lookup,7,1,1,0,0,1,0,exiv2
test_1558.log,This/Non-Static Member/Using Misuse,7,1,1,0,0,1,0,exiv2
test_1942.log,Lexical,10,3,0,2,2,0,2,exiv2
test_2157.log,Symbol/Lookup,5,3,0,1,1,7,0,exiv2
test_2157.log,Override/Inheritance,5,3,0,1,1,7,0,exiv2
test_2157.log,Syntactic,5,3,0,1,1,7,0,exiv2
test_1679.log,Incomplete Type,47,13,4,2,2,9,13,exiv2
test_1679.log,Type Conversion/Reference Binding,47,13,4,2,2,9,13,exiv2
test_1679.log,Symbol/Lookup,47,13,4,2,2,9,13,exiv2
test_1992.log,Lexical,11,2,0,1,1,0,0,exiv2
test_351.log,Symbol/Lookup,3,1,0,2,2,0,1,exiv2
test_351.log,Override/Inheritance,3,1,0,2,2,0,1,exiv2
test_351.log,Syntactic,3,1,0,2,2,0,1,exiv2
test_351.log,Incomplete Type,3,1,0,2,2,0,1,exiv2
test_351.log,Access Control,3,1,0,2,2,0,1,exiv2
test_193.log,Symbol/Lookup,3,1,1,3,3,0,0,exiv2
test_193.log,Abstract-Type Instantiation,3,1,1,3,3,0,0,exiv2
test_1418.log,Symbol/Lookup,3,1,0,3,3,0,1,exiv2
test_1418.log,Abstract-Type Instantiation,3,1,0,3,3,0,1,exiv2
test_1799.log,Symbol/Lookup,19,5,2,3,3,1,9,exiv2
test_1799.log,Type Conversion/Reference Binding,19,5,2,3,3,1,9,exiv2
test_398.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_398.log,Construction/Initialization,3,1,0,0,0,0,0,exiv2
test_398.log,Access Control,3,1,0,0,0,0,0,exiv2
test_1063.log,Abstract-Type Instantiation,49,14,1,1,1,1,0,exiv2
test_1915.log,Symbol/Lookup,112,75,3,5,3,1,0,exiv2
test_772.log,Symbol/Lookup,4,1,0,1,1,0,4,exiv2
test_772.log,Override/Inheritance,4,1,0,1,1,0,4,exiv2
test_196.log,Symbol/Lookup,3,1,1,3,3,0,0,exiv2
test_196.log,Abstract-Type Instantiation,3,1,1,3,3,0,0,exiv2
test_1129.log,PASS,3,1,0,1,0,21,1,exiv2
test_123.log,PASS,3,1,0,2,2,1,0,exiv2
test_1116.log,Symbol/Lookup,3,1,0,1,0,9,0,exiv2
test_629.log,Symbol/Lookup,6,2,0,2,2,3,1,exiv2
test_1686.log,Incomplete Type,3,1,0,2,2,1,1,exiv2
test_1940.log,Lexical,10,3,0,2,2,0,2,exiv2
test_359.log,Symbol/Lookup,3,1,0,0,0,2,0,exiv2
test_359.log,Access Control,3,1,0,0,0,2,0,exiv2
test_359.log,Abstract-Type Instantiation,3,1,0,0,0,2,0,exiv2
test_92.log,PASS,3,1,0,0,0,1,0,exiv2
test_1694.log,Symbol/Lookup,3,1,0,0,0,5,1,exiv2
test_1694.log,Abstract-Type Instantiation,3,1,0,0,0,5,1,exiv2
test_1694.log,Syntactic,3,1,0,0,0,5,1,exiv2
test_1101.log,Override/Inheritance,5,2,0,3,2,1,0,exiv2
test_1101.log,Abstract-Type Instantiation,5,2,0,3,2,1,0,exiv2
test_586.log,PASS,5,1,0,0,0,0,0,exiv2
test_931.log,Incomplete Type,3,1,0,0,0,0,0,exiv2
test_931.log,Override/Inheritance,3,1,0,0,0,0,0,exiv2
test_931.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_1252.log,PASS,25,7,3,1,1,3,3,exiv2
test_1331.log,Incomplete Type,6,3,1,0,0,3,0,exiv2
test_1331.log,Access Control,6,3,1,0,0,3,0,exiv2
test_1331.log,Symbol/Lookup,6,3,1,0,0,3,0,exiv2
test_850.log,Symbol/Lookup,3,1,0,1,0,0,1,exiv2
test_850.log,Construction/Initialization,3,1,0,1,0,0,1,exiv2
test_968.log,PASS,24,7,2,3,3,2,4,exiv2
test_1534.log,PASS,3,1,0,3,3,0,0,exiv2
test_635.log,Symbol/Lookup,9,3,1,2,2,1,2,exiv2
test_385.log,Symbol/Lookup,4,1,1,2,2,0,0,exiv2
test_385.log,Override/Inheritance,4,1,1,2,2,0,0,exiv2
test_385.log,Syntactic,4,1,1,2,2,0,0,exiv2
test_675.log,Symbol/Lookup,3,1,0,0,0,0,2,exiv2
test_675.log,Construction/Initialization,3,1,0,0,0,0,2,exiv2
test_675.log,Qualifier/Specifier Missuse,3,1,0,0,0,0,2,exiv2
test_675.log,Syntactic,3,1,0,0,0,0,2,exiv2
test_2106.log,Lexical,27,7,2,6,6,3,3,exiv2
test_894.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_894.log,Incomplete Type,3,1,0,0,0,0,0,exiv2
test_894.log,This/Non-Static Member/Using Misuse,3,1,0,0,0,0,0,exiv2
test_1072.log,Abstract-Type Instantiation,18,6,1,1,1,0,12,exiv2
test_1653.log,Symbol/Lookup,3,1,0,1,1,0,1,exiv2
test_1653.log,Override/Inheritance,3,1,0,1,1,0,1,exiv2
test_1653.log,Qualifier/Specifier Missuse,3,1,0,1,1,0,1,exiv2
test_1653.log,Syntactic,3,1,0,1,1,0,1,exiv2
test_1653.log,Construction/Initialization,3,1,0,1,1,0,1,exiv2
test_2184.log,PASS,3,1,0,3,3,0,1,exiv2
test_315.log,Symbol/Lookup,4,1,0,0,0,1,2,exiv2
test_315.log,Access Control,4,1,0,0,0,1,2,exiv2
test_221.log,Override/Inheritance,85,25,2,0,0,0,10,exiv2
test_221.log,Abstract-Type Instantiation,85,25,2,0,0,0,10,exiv2
test_1211.log,Symbol/Lookup,3,1,0,0,0,1,0,exiv2
test_1211.log,Access Control,3,1,0,0,0,1,0,exiv2
test_1670.log,Symbol/Lookup,3,1,0,1,1,0,1,exiv2
test_1670.log,Incomplete Type,3,1,0,1,1,0,1,exiv2
test_1670.log,Construction/Initialization,3,1,0,1,1,0,1,exiv2
test_1670.log,Syntactic,3,1,0,1,1,0,1,exiv2
test_1587.log,Syntactic,26,9,2,2,2,1,6,exiv2
test_1587.log,Symbol/Lookup,26,9,2,2,2,1,6,exiv2
test_1587.log,Constexpr/Enum/Assert/Literal,26,9,2,2,2,1,6,exiv2
test_263.log,Symbol/Lookup,4,1,0,2,2,0,0,exiv2
test_263.log,Syntactic,4,1,0,2,2,0,0,exiv2
test_1926.log,Lexical,43,14,2,4,4,0,2,exiv2
test_2075.log,Lexical,40,13,2,6,2,0,1,exiv2
test_1099.log,Symbol/Lookup,22,9,1,1,1,1,7,exiv2
test_1099.log,Override/Inheritance,22,9,1,1,1,1,7,exiv2
test_1099.log,Abstract-Type Instantiation,22,9,1,1,1,1,7,exiv2
test_1099.log,Syntactic,22,9,1,1,1,1,7,exiv2
test_289.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_289.log,Access Control,3,1,0,0,0,0,0,exiv2
test_955.log,Symbol/Lookup,11,4,2,3,3,0,0,exiv2
test_955.log,Override/Inheritance,11,4,2,3,3,0,0,exiv2
test_955.log,Abstract-Type Instantiation,11,4,2,3,3,0,0,exiv2
test_955.log,Syntactic,11,4,2,3,3,0,0,exiv2
test_673.log,Symbol/Lookup,3,2,0,0,0,4,1,exiv2
test_673.log,Construction/Initialization,3,2,0,0,0,4,1,exiv2
test_673.log,Qualifier/Specifier Missuse,3,2,0,0,0,4,1,exiv2
test_1396.log,Abstract-Type Instantiation,6,2,1,3,3,0,0,exiv2
test_740.log,Symbol/Lookup,7,2,1,1,1,2,2,exiv2
test_740.log,Functions/Call Resolution,7,2,1,1,1,2,2,exiv2
test_1409.log,Symbol/Lookup,3,1,0,3,3,0,1,exiv2
test_1409.log,Abstract-Type Instantiation,3,1,0,3,3,0,1,exiv2
test_1409.log,Syntactic,3,1,0,3,3,0,1,exiv2
test_54.log,PASS,3,1,0,0,0,5,1,exiv2
test_1368.log,Symbol/Lookup,12,5,3,2,2,1,1,exiv2
test_1368.log,Type Conversion/Reference Binding,12,5,3,2,2,1,1,exiv2
test_1625.log,Symbol/Lookup,3,1,0,4,3,0,0,exiv2
test_1625.log,Override/Inheritance,3,1,0,4,3,0,0,exiv2
test_1625.log,Syntactic,3,1,0,4,3,0,0,exiv2
test_382.log,Symbol/Lookup,3,1,0,2,2,3,0,exiv2
test_382.log,Override/Inheritance,3,1,0,2,2,3,0,exiv2
test_382.log,Syntactic,3,1,0,2,2,3,0,exiv2
test_1970.log,Lexical,32,15,1,2,1,0,0,exiv2
test_832.log,Abstract-Type Instantiation,4,1,0,3,2,0,0,exiv2
test_1127.log,PASS,3,1,0,1,0,84,1,exiv2
test_1676.log,Symbol/Lookup,5,3,1,1,1,0,3,exiv2
test_1676.log,Override/Inheritance,5,3,1,1,1,0,3,exiv2
test_1676.log,Construction/Initialization,5,3,1,1,1,0,3,exiv2
test_1676.log,Syntactic,5,3,1,1,1,0,3,exiv2
test_751.log,Symbol/Lookup,3,2,0,0,0,4,1,exiv2
test_751.log,Override/Inheritance,3,2,0,0,0,4,1,exiv2
test_751.log,Syntactic,3,2,0,0,0,4,1,exiv2
test_794.log,Symbol/Lookup,11,3,0,1,1,0,0,exiv2
test_834.log,Symbol/Lookup,32,15,2,1,1,1,2,exiv2
test_371.log,Symbol/Lookup,7,2,1,6,2,0,1,exiv2
test_371.log,Override/Inheritance,7,2,1,6,2,0,1,exiv2
test_371.log,Syntactic,7,2,1,6,2,0,1,exiv2
test_1132.log,Symbol/Lookup,4,1,1,3,1,0,2,exiv2
test_49.log,Symbol/Lookup,3,1,0,0,0,1,0,exiv2
test_108.log,Symbol/Lookup,4,1,1,0,0,0,0,exiv2
test_108.log,Syntactic,4,1,1,0,0,0,0,exiv2
test_238.log,Symbol/Lookup,3,1,0,1,0,2,0,exiv2
test_238.log,Incomplete Type,3,1,0,1,0,2,0,exiv2
test_238.log,Access Control,3,1,0,1,0,2,0,exiv2
test_1512.log,Symbol/Lookup,3,1,0,3,3,0,0,exiv2
test_1512.log,Type Conversion/Reference Binding,3,1,0,3,3,0,0,exiv2
test_1257.log,PASS,7,3,2,2,2,0,2,exiv2
test_820.log,PASS,4,1,0,3,2,0,0,exiv2
test_475.log,Symbol/Lookup,3,2,0,3,3,0,2,exiv2
test_475.log,Abstract-Type Instantiation,3,2,0,3,3,0,2,exiv2
test_924.log,Incomplete Type,3,1,0,0,0,0,0,exiv2
test_924.log,Syntactic,3,1,0,0,0,0,0,exiv2
test_924.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_924.log,Constexpr/Enum/Assert/Literal,3,1,0,0,0,0,0,exiv2
test_817.log,Symbol/Lookup,6,4,1,1,1,1,0,exiv2
test_1519.log,Symbol/Lookup,3,1,0,3,3,0,0,exiv2
test_1297.log,PASS,5,2,0,0,0,12,1,exiv2
test_1256.log,Symbol/Lookup,6,3,1,1,1,0,1,exiv2
test_472.log,Symbol/Lookup,3,2,0,3,3,0,2,exiv2
test_472.log,Abstract-Type Instantiation,3,2,0,3,3,0,2,exiv2
test_472.log,Type Redefinition/Redeclaration,3,2,0,3,3,0,2,exiv2
test_699.log,Construction/Initialization,3,1,0,0,0,0,0,exiv2
test_1174.log,Symbol/Lookup,3,1,0,0,0,1,0,exiv2
test_1618.log,Symbol/Lookup,13,6,1,3,3,0,2,exiv2
test_1618.log,Abstract-Type Instantiation,13,6,1,3,3,0,2,exiv2
test_1253.log,PASS,3,1,0,1,1,0,1,exiv2
test_122.log,Symbol/Lookup,3,1,0,0,0,0,0,exiv2
test_122.log,Access Control,3,1,0,0,0,0,0,exiv2
test_122.log,Syntactic,3,1,0,0,0,0,0,exiv2
test_1431.log,Symbol/Lookup,6,2,0,6,5,1,0,exiv2
test_1431.log,Access Control,6,2,0,6,5,1,0,exiv2
test_1431.log,Operator/Call,6,2,0,6,5,1,0,exiv2
test_951.log,Symbol/Lookup,14,5,2,3,3,0,0,exiv2
test_951.log,Abstract-Type Instantiation,14,5,2,3,3,0,0,exiv2
test_951.log,Syntactic,14,5,2,3,3,0,0,exiv2
test_1006.log,Symbol/Lookup,6,1,1,3,3,0,0,exiv2
test_1648.log,Symbol/Lookup,3,1,0,1,1,0,1,exiv2
test_1648.log,Incomplete Type,3,1,0,1,1,0,1,exiv2
test_1648.log,Override/Inheritance,3,1,0,1,1,0,1,exiv2
test_1648.log,Syntactic,3,1,0,1,1,0,1,exiv2
test_219.log,Incomplete Type,8,4,0,0,0,0,4,exiv2
test_219.log,Access Control,8,4,0,0,0,0,4,exiv2
test_1150.log,Symbol/Lookup,14,2,1,3,3,5,0,exiv2
test_2048.log,Lexical,30,4,1,3,2,0,2,exiv2
test_103.log,Symbol/Lookup,34,10,4,2,2,0,3,exiv2
test_103.log,Access Control,34,10,4,2,2,0,3,exiv2
test_1041.log,Override/Inheritance,7,2,1,2,1,0,0,exiv2
test_374.log,Symbol/Lookup,10,3,0,6,2,0,0,exiv2
test_1059.log,Symbol/Lookup,12,4,0,2,1,1,0,exiv2
test_1059.log,Override/Inheritance,12,4,0,2,1,1,0,exiv2
test_1059.log,Abstract-Type Instantiation,12,4,0,2,1,1,0,exiv2
test_1059.log,Syntactic,12,4,0,2,1,1,0,exiv2
test_1166.log,Symbol/Lookup,14,3,2,3,3,2,0,exiv2
test_396.log,Symbol/Lookup,5,2,0,0,0,0,1,exiv2
test_396.log,Access Control,5,2,0,0,0,0,1,exiv2
test_396.log,This/Non-Static Member/Using Misuse,5,2,0,0,0,0,1,exiv2
test_811.log,Symbol/Lookup,4,1,0,1,0,0,0,exiv2
test_257.log,Symbol/Lookup,3,1,0,0,0,2,0,exiv2
test_2027.log,Lexical,18,7,0,6,6,0,2,exiv2
test_379.log,Symbol/Lookup,13,4,0,5,2,0,0,exiv2
test_379.log,Syntactic,13,4,0,5,2,0,0,exiv2
test_677.log,Symbol/Lookup,3,2,0,0,0,0,0,exiv2
test_677.log,Override/Inheritance,3,2,0,0,0,0,0,exiv2
test_677.log,Abstract-Type Instantiation,3,2,0,0,0,0,0,exiv2
test_677.log,Syntactic,3,2,0,0,0,0,0,exiv2
test_1720.log,Override/Inheritance,41,20,1,2,1,1,0,exiv2
test_1720.log,Abstract-Type Instantiation,41,20,1,2,1,1,0,exiv2
